MWG,94314749416500
PNJ,28195436318400
FRT,24469133064400
DGW,9606223402200
PET,2570669202450
HAX,1627711167150
BVH,39788500150400
PVI,13304938045600
BIC,4632437352500
MIG,2969967000000
BMI,2765602755300
VHM,313395535600000
VIC,370792563480000
VRE,57754696320000
KDH,29778148539250
SSH,33370125000000
NVL,29544083750700
NLG,15006321369000
PDR,15367265460800
DIG,10428469114500
TCH,13297495275700
DXG,12028807834650
CEO,9403071916800
HDC,4512380639800
SGR,1806000000000
KHG,2808970031250
SCR,3083060457760
AGG,2641081316250
HQC,1850886000000
NTL,2183440210000
TDC,1095000000000
ITC,1416718512300
NHA,903368934000
HTN,884034797120
NDN,659253011200
HLD,464519426700
LDG,835160901250
BCM,66757500000000
KBC,20149624923750
IDC,15080996755300
VGC,20220585000000
SIP,14547858147300
SZC,6902457846050
LHG,1665399933000
TIP,1241650068700
D2D,1045514151000
IDV,943075525500
GVR,124600000000000
PHR,8265451078000
DRC,2577799528500
DPR,3549290322200
DRG,1309499000000
DRI,958554000000
VRG,650919296916
SSI,48016472795100
VND,25574638454400
VCI,25420721592000
HCM,15317245055000
SHS,10408406374400
MBS,15294106592700
BSI,9056264460600
FTS,11395496383500
VIX,18668968614400
CTS,3926691410400
DSC,3062341928750
VDS,3426300000000
AGR,3155482676850
TVS,2930767058700
BVS,2289815802900
ORS,3091197635600
APG,2672282206900
TVB,964034363400
EVS,972323646200
TCI,936529808400
SBS,661200276000
APS,556100000000
BMS,792252385925
VGI,223984934774400
FPT,174763018940400
FOX,31113281417372
CMG,8053814080800
SGT,2590061565000
ELC,1861533220950
VTK,564570182640
TTN,664767750000
MFS,294271957056
GAS,155553481821600
BSR,55188893164800
PLX,47744101188900
PVS,15342717909000
PVD,10986846118500
OIL,11772634398500
CNG,1026664031250
PVC,925616878200
VCG,13797579206900
HHV,5381581323600
C4G,2962380551414
LCG,1865071585200
PLC,2011891091100
FCN,2164786318750
KSB,1934027885550
G36,874467169743
VGT,6310000000000
TCM,3277868746300
MSH,2843034390000
TNG,2635925929000
STK,2546382947400
PPH,2035304475987
GIL,1849121201200
ADS,604282290570
EVE,447084582450
ACV,208647219898824
VJC,49015825727000
HVN,86139933368600
SCS,6737080812000
SAS,5745969951570
NCT,2862663236000
SGN,2176093576800
DGC,38319729957400
DCM,17708430000000
DPM,15029760000000
LAS,2358698760000
DDV,4030441591500
BFC,2658311674500
CSV,3966946769000
MSR,20466273920400
CST,672694336100
VPG,707326008000
NNC,732128000000
NBC,366291327600
BMC,232981444000
TNT,250920000000
POW,30444330800000
HDG,8425104801450
QTP,5963400000000
NT2,5498432153900
GEG,6717883098900
PPC,3702767250000
VCB,325285113660000
BID,252449059980000
CTG,225002652230000
VPB,146380890420000
MBB,137964426600000
ACB,95139813270000
TCB,243030898480000
LPB,82227367260000
HDB,77574144830000
STB,88510877115000
VIB,54518038740000
TPB,35798506510000
SHB,47068374225000
EIB,42141679030000
OCB,29096311993600
MSB,31850000000000
EVF,7947912610000
NTP,9221838774800
BMP,11493275695200
AAA,2733262646400
APH,1492571720160
NHH,743376000000
HCD,266103475200
HAG,13958576900400
DBC,11613019331500
PAN,5937286221000
VLC,3271520842956
BAF,8365757470000
LTG,765635134000
NAF,1590159242350
TSC,545299222250
VEA,52077000800000
GEX,31798902341000
VCS,7632000000000
BWE,10556574912000
ACG,5428366056000
TDM,6369000021713
HHS,5446192326400
DHC,2233682082000
TIG,1374604055500
TTF,1060891619160
YEG,1671417738800
DSN,560651617600
GDT,546933455300
IPA,2908166540000
FIT,1495705349600
EVG,1300109009440
CSC,774365927400
VPH,493953404000
VC7,845599656000
DL1,903006799000
HAP,683251297800
MST,440824945800
LIG,304270620800
VIG,279826460000
NRC,425949705200
DAH,276176000000
HID,193447880640
CIG,269351147380
RDP,64281441930
DST,268090000000
DAG,84439756800
PXI,42000000000
MSN,113772193120000
HSG,10370404560300
HPG,144875067030000
VNM,120172438087500
SAB,59703278416600
VHC,13220291065100
PTB,3628061442600
VGS,1510167402000
PVP,1586647515600
L18,1086321048000
ANV,6026685500000
DHG,13009234064500
IMP,7948606519200
DVN,5537505000000
DHT,6710854499500
TNH,2357363764500
DCL,1690899844500
JVC,595125904590
KSV,32860000000000
TVN,4867362000000
VIF,5915000000000
NKG,4186098708500
GDA,2205173662770
SMC,795728739600
TLH,624499294520
MCH,92219244263946
QNS,17464757860112
KDC,16518960012000
SBT,15013612822200
MCM,3102000000000
SLS,1929013165000
CLX,1454533600000
LSS,739646520730
MPC,5465991843900
FMC,2429197226350
ASM,2713406572500
IDI,1955916302880
CMX,731634748200
ACL,571812816600
GMD,23804000017500
PVT,6301423692600
VTP,14114654567800
PHP,12179913920000
HAH,8057181242400
DVP,3100000000000
VSC,4517049899250
VOS,2030000000000
TCD,661566662770
TCL,1019355136800
VTO,994339991700
VIP,866157403650
SKG,678276509400
DXP,593110316700
VNA,655689228600
MHC,343462912200
HT1,4655396914200
VLB,2149900790400
BCC,936394571200
CTI,1534049926950
BTS,630155275800
DHA,650913675300
HOM,306553437100
BTN,12950153000
HUT,11334901955500
CTD,8788100532800
CII,4700360471100
IJC,4721854800000
BCG,2640631932000
DPG,2721580732800
CKG,1281238405450
HBC,2252372482490
IDJ,884799984300
S99,723680616300
VC2,515770575000
C69,383159826400
TLD,530196047920
PHC,255943731350
C47,252578769550
BCE,346500000000
FID,49431916000
CTR,11667359658000
TV2,2491715488500
VNE,444930128760
SCI,219538144800
