date,nav_per_unit,short_name
2024-03-18,10000.0,VCAMDF
2024-05-27,10000.71,VCAMDF
2024-05-28,10000.0,VCAMDF
2024-05-29,9999.28,VCAMDF
2024-05-30,9998.57,VCAMDF
2024-05-31,9997.85,VCAMDF
2024-06-03,9995.68,VCAMDF
2024-06-04,9994.56,VCAMDF
2024-06-05,9985.61,VCAMDF
2024-06-06,9997.57,VCAMDF
2024-06-07,10009.69,VCAMDF
2024-06-10,10036.67,VCAMDF
2024-06-11,10017.88,VCAMDF
2024-06-12,10037.47,VCAMDF
2024-06-13,10078.06,VCAMDF
2024-06-14,10095.53,VCAMDF
2024-06-17,10001.09,VCAMDF
2024-06-18,10036.53,VCAMDF
2024-06-19,10114.73,VCAMDF
2024-06-20,10110.02,VCAMDF
2024-06-21,10145.1,VCAMDF
2024-06-24,10159.73,VCAMDF
2024-06-25,10042.62,VCAMDF
2024-06-26,10002.41,VCAMDF
2024-06-27,10022.56,VCAMDF
2024-06-28,9981.89,VCAMDF
2024-07-01,9906.15,VCAMDF
2024-07-02,9901.76,VCAMDF
2024-07-03,9925.1,VCAMDF
2024-07-04,9957.73,VCAMDF
2024-07-05,10000.92,VCAMDF
2024-07-08,10037.96,VCAMDF
2024-07-09,10166.5,VCAMDF
2024-07-10,10288.09,VCAMDF
2024-07-11,10273.22,VCAMDF
2024-07-12,10250.15,VCAMDF
2024-07-15,10216.6,VCAMDF
2024-07-16,10298.93,VCAMDF
2024-07-17,10270.73,VCAMDF
2024-07-18,9896.31,VCAMDF
2024-07-19,9946.48,VCAMDF
2024-07-22,9844.15,VCAMDF
2024-07-23,9678.98,VCAMDF
2024-07-24,9589.21,VCAMDF
2024-07-25,9644.1,VCAMDF
2024-07-26,9648.61,VCAMDF
2024-07-29,9684.52,VCAMDF
2024-07-30,9709.56,VCAMDF
2024-07-31,9666.42,VCAMDF
2024-08-01,9658.63,VCAMDF
2024-08-02,9557.97,VCAMDF
2024-08-05,9593.48,VCAMDF
2024-08-06,9467.08,VCAMDF
2024-08-07,9526.13,VCAMDF
2024-08-08,9523.22,VCAMDF
2024-08-09,9517.79,VCAMDF
2024-08-12,9546.44,VCAMDF
2024-08-13,9573.96,VCAMDF
2024-08-14,9562.69,VCAMDF
2024-08-15,9540.59,VCAMDF
2024-08-16,9476.4,VCAMDF
2024-08-19,9689.54,VCAMDF
2024-08-20,9747.82,VCAMDF
2024-08-21,9795.73,VCAMDF
2024-08-22,9869.71,VCAMDF
2024-08-23,9882.92,VCAMDF
2024-08-26,9836.08,VCAMDF
2024-08-27,9751.26,VCAMDF
2024-08-28,9719.94,VCAMDF
2024-08-29,9755.76,VCAMDF
2024-08-30,9725.99,VCAMDF
2024-09-04,9750.2,VCAMDF
2024-09-05,9725.47,VCAMDF
2024-09-06,9695.0,VCAMDF
2024-09-09,9714.79,VCAMDF
2024-09-10,9688.88,VCAMDF
2024-09-11,9660.14,VCAMDF
2024-09-12,9648.99,VCAMDF
2024-09-13,9674.65,VCAMDF
2024-09-16,9685.42,VCAMDF
2024-09-17,9609.05,VCAMDF
2024-09-18,9639.34,VCAMDF
2024-09-19,9665.11,VCAMDF
2024-09-20,9694.15,VCAMDF
2024-09-23,9669.23,VCAMDF
2024-09-24,9653.65,VCAMDF
2024-09-25,9713.86,VCAMDF
2024-09-26,9869.7,VCAMDF
2024-09-27,9869.65,VCAMDF
2024-09-30,9879.76,VCAMDF
2024-10-01,9867.02,VCAMDF
2024-10-02,9854.02,VCAMDF
2024-10-03,9801.67,VCAMDF
2024-10-04,9678.55,VCAMDF
2024-10-07,9671.61,VCAMDF
2024-10-08,9673.89,VCAMDF
2024-10-09,9732.86,VCAMDF
2024-10-10,9769.48,VCAMDF
2024-10-11,9765.56,VCAMDF
2024-10-14,9772.07,VCAMDF
2024-10-15,9768.88,VCAMDF
2024-10-16,9693.47,VCAMDF
2024-10-17,9670.05,VCAMDF
2024-10-18,9684.75,VCAMDF
2024-10-21,9630.13,VCAMDF
2024-10-22,9526.72,VCAMDF
2024-10-23,9447.26,VCAMDF
2024-10-24,9481.77,VCAMDF
2024-10-25,9434.08,VCAMDF
2024-10-28,9420.74,VCAMDF
2024-10-29,9456.35,VCAMDF
2024-10-30,9504.18,VCAMDF
2024-10-31,9542.91,VCAMDF
2024-11-01,9520.05,VCAMDF
2024-11-04,9470.1,VCAMDF
2024-11-05,9472.25,VCAMDF
2024-11-06,9478.79,VCAMDF
2024-11-07,9503.97,VCAMDF
2024-11-08,9567.15,VCAMDF
2024-11-11,9649.01,VCAMDF
2024-11-12,9709.81,VCAMDF
2024-11-13,9675.77,VCAMDF
2024-11-14,9670.39,VCAMDF
2024-11-15,9608.12,VCAMDF
2024-11-18,9518.39,VCAMDF
2024-11-19,9494.33,VCAMDF
2024-11-20,9309.06,VCAMDF
2024-11-21,9342.78,VCAMDF
2024-11-22,9395.46,VCAMDF
2024-11-25,9360.0,VCAMDF
2024-11-26,9371.37,VCAMDF
2024-11-27,9380.77,VCAMDF
2024-11-28,9443.37,VCAMDF
2024-11-29,9448.14,VCAMDF
2024-12-02,9528.76,VCAMDF
2024-12-03,9550.08,VCAMDF
2024-12-04,9588.4,VCAMDF
2024-12-05,9519.44,VCAMDF
2024-12-06,9598.71,VCAMDF
2024-12-09,9612.33,VCAMDF
2024-12-10,9605.19,VCAMDF
2024-12-11,9628.93,VCAMDF
2024-12-12,9643.03,VCAMDF
2024-12-13,9597.17,VCAMDF
2024-12-16,9565.57,VCAMDF
2024-12-17,9607.99,VCAMDF
2024-12-18,9615.58,VCAMDF
2024-12-19,9672.04,VCAMDF
2024-12-20,9684.09,VCAMDF
2024-12-23,9805.97,VCAMDF
2024-12-24,9821.69,VCAMDF
2024-12-25,9895.99,VCAMDF
2024-12-26,9897.49,VCAMDF
2024-12-27,9842.91,VCAMDF
2024-12-30,9752.15,VCAMDF
2024-12-31,9733.15,VCAMDF
2025-01-02,9727.97,VCAMDF
2025-01-03,9745.41,VCAMDF
