industry,net_asset_percent,short_name
Ngân hàng,38.83,DCAF
Sản xuất Nhựa - Hóa chất,9.45,DCAF
Thực phẩm - Đồ uống,6.74,DCAF
Công nghệ và thông tin,5.93,DCAF
Bất động sản,5.23,DCAF
Thiết bị điện,4.53,DCAF
Bán lẻ,4.48,DCAF
Vật liệu xây dựng,4.2,DCAF
Xây dựng,3.45,DCAF
Bảo hiểm,1.98,DCAF
Tiện ích,1.91,DCAF
Vận tải - Kho bãi,1.91,DCAF
Sản xuất Phụ trợ,1.88,DCAF
Chế biến thủy sản,1.59,DCAF
Chứng khoán,1.5,DCAF
