industry,net_asset_percent,short_name
Ngân hàng,18.1,NTPPF
Công nghệ và thông tin,9.4,NTPPF
Chứng khoán,6.6,NTPPF
Xây dựng,5.4,NTPPF
Vật liệu xây dựng,4.7,NTPPF
Sản xuất Nhựa - Hóa chất,4.4,NTPPF
