industry,net_asset_percent,short_name
Ngân hàng,31.26,VLGF
Bất động sản,11.45,VLGF
Công nghệ và thông tin,11.43,VLGF
Bán lẻ,11.36,VLGF
Sản xuất Phụ trợ,7.7,VLGF
Vận tải - Kho bãi,5.83,VLGF
"Sản xuất Thiết bị, máy móc",4.43,VLGF
Tiện ích,4.08,VLGF
Sản xuất Hàng gia dụng,2.69,VLGF
Thực phẩm - Đồ uống,2.16,VLGF
