industry,net_asset_percent,short_name
Ngân hàng,43.56,BVFED
Bất động sản,14.42,BVFED
Vật liệu xây dựng,9.51,BVFED
Thực phẩm - Đồ uống,6.63,BVFED
Chứng khoán,5.11,BVFED
Tiện ích,4.92,BVFED
Bán lẻ,4.15,BVFED
Công nghệ và thông tin,2.18,BVFED
Vận tải - Kho bãi,0.79,BVFED
Sản xuất Nhựa - Hóa chất,0.53,BVFED
Bán buôn,0.37,BVFED
