date,nav_per_unit,short_name
2017-01-03,12524.5,DCDE
2017-01-04,12627.3,DCDE
2017-01-05,12676.39,DCDE
2017-01-06,12674.4,DCDE
2017-01-09,12701.47,DCDE
2017-01-10,12763.16,DCDE
2017-01-11,12787.36,DCDE
2017-01-12,12870.02,DCDE
2017-01-13,12840.45,DCDE
2017-01-16,12796.74,DCDE
2017-01-17,12686.98,DCDE
2017-01-18,12734.37,DCDE
2017-01-19,12711.08,DCDE
2017-01-20,12708.72,DCDE
2017-01-23,12764.13,DCDE
2017-01-24,12760.57,DCDE
2017-01-25,12776.45,DCDE
2017-01-27,12884.58,DCDE
2017-02-02,12879.94,DCDE
2017-02-03,13002.62,DCDE
2017-02-06,12953.86,DCDE
2017-02-07,12976.45,DCDE
2017-02-08,13019.11,DCDE
2017-02-09,13010.77,DCDE
2017-02-10,13020.44,DCDE
2017-02-13,13029.0,DCDE
2017-02-14,13106.05,DCDE
2017-02-15,13135.16,DCDE
2017-02-16,13143.62,DCDE
2017-02-17,13133.35,DCDE
2017-02-20,13072.79,DCDE
2017-02-21,13070.3,DCDE
2017-02-22,13152.74,DCDE
2017-02-23,13151.23,DCDE
2017-02-24,13165.26,DCDE
2017-02-27,13136.5,DCDE
2017-02-28,13229.09,DCDE
2017-03-01,13148.32,DCDE
2017-03-02,13169.7,DCDE
2017-03-03,13182.6,DCDE
2017-03-06,13226.92,DCDE
2017-03-07,13239.76,DCDE
2017-03-08,13294.86,DCDE
2017-03-09,13354.98,DCDE
2017-03-10,13401.08,DCDE
2017-03-13,13342.43,DCDE
2017-03-14,13306.26,DCDE
2017-03-15,13396.26,DCDE
2017-03-16,13350.99,DCDE
2017-03-17,13392.81,DCDE
2017-03-20,13342.44,DCDE
2017-03-21,13458.28,DCDE
2017-03-22,13567.91,DCDE
2017-03-23,13480.08,DCDE
2017-03-24,13576.31,DCDE
2017-03-27,13638.49,DCDE
2017-03-28,13661.8,DCDE
2017-03-29,13634.96,DCDE
2017-03-30,13635.63,DCDE
2017-03-31,13674.83,DCDE
2017-04-03,13671.22,DCDE
2017-04-04,13658.94,DCDE
2017-04-05,13701.63,DCDE
2017-04-07,13644.3,DCDE
2017-04-10,13654.76,DCDE
2017-04-11,13668.02,DCDE
2017-04-12,13694.79,DCDE
2017-04-13,13599.15,DCDE
2017-04-14,13539.28,DCDE
2017-04-17,13400.93,DCDE
2017-04-18,13284.01,DCDE
2017-04-19,13332.15,DCDE
2017-04-20,13438.48,DCDE
2017-04-21,13386.37,DCDE
2017-04-24,13404.07,DCDE
2017-04-25,13409.57,DCDE
2017-04-26,13346.39,DCDE
2017-04-27,13425.68,DCDE
2017-04-28,13535.77,DCDE
2017-05-03,13545.89,DCDE
2017-05-04,13589.06,DCDE
2017-05-05,13695.76,DCDE
2017-05-08,13672.94,DCDE
2017-05-09,13610.86,DCDE
2017-05-10,13706.45,DCDE
2017-05-11,13702.5,DCDE
2017-05-12,13682.05,DCDE
2017-05-15,13709.27,DCDE
2017-05-16,13774.6,DCDE
2017-05-17,13709.46,DCDE
2017-05-18,13827.14,DCDE
2017-05-19,13759.11,DCDE
2017-05-22,13827.6,DCDE
2017-05-23,13937.19,DCDE
2017-05-24,13946.62,DCDE
2017-05-25,14096.53,DCDE
2017-05-26,14055.41,DCDE
2017-05-29,14125.8,DCDE
2017-05-30,14177.3,DCDE
2017-05-31,14054.88,DCDE
2017-06-01,14029.34,DCDE
2017-06-02,14117.91,DCDE
2017-06-05,14125.45,DCDE
2017-06-06,14181.34,DCDE
2017-06-07,14287.4,DCDE
2017-06-08,14342.08,DCDE
2017-06-09,14448.54,DCDE
2017-06-12,14477.35,DCDE
2017-06-13,14410.94,DCDE
2017-06-14,14487.18,DCDE
2017-06-15,14552.98,DCDE
2017-06-16,14577.4,DCDE
2017-06-19,14606.01,DCDE
2017-06-20,14648.76,DCDE
