industry,net_asset_percent,short_name
Ngân hàng,32.65,VESAF
Sản xuất Nhựa - Hóa chất,10.83,VESAF
Công nghệ và thông tin,8.09,VESAF
Bảo hiểm,6.33,VESAF
Bán lẻ,4.56,VESAF
Bất động sản,4.21,VESAF
Chứng khoán,4.17,VESAF
Sản xuất Phụ trợ,3.99,VESAF
Vận tải - Kho bãi,3.44,VESAF
Khai khoáng,3.3,VESAF
Thiết bị điện,3.04,VESAF
Chế biến thủy sản,2.2,VESAF
Xây dựng,1.46,VESAF
Dịch vụ viễn thông,1.06,VESAF
Bán buôn,0.24,VESAF
