industry,net_asset_percent,short_name
Ngân hàng,46.63,MAGEF
Bất động sản,18.32,MAGEF
Vật liệu xây dựng,8.47,MAGEF
Khác,5.44,MAGEF
Bán lẻ,4.53,MAGEF
Thiết bị điện,4.23,MAGEF
Thực phẩm - Đồ uống,2.83,MAGEF
Tiện ích,2.81,MAGEF
Công nghệ và thông tin,2.79,MAGEF
Chứng khoán,0.9,MAGEF
