industry,net_asset_percent,short_name
Ngân hàng,32.97,LHCDF
Bất động sản,12.95,LHCDF
Thực phẩm - Đồ uống,9.75,LHCDF
Chăm sóc sức khỏe,9.38,LHCDF
Vật liệu xây dựng,5.18,LHCDF
Sản xuất Hàng gia dụng,3.73,LHCDF
Vận tải - Kho bãi,3.52,LHCDF
Sản xuất Phụ trợ,3.25,LHCDF
Chứng khoán,3.07,LHCDF
Xây dựng,2.75,LHCDF
Tiện ích,2.39,LHCDF
Bán lẻ,2.31,LHCDF
Sản xuất,0.85,LHCDF
Tài chính khác,0.74,LHCDF
