stock_code,industry,net_asset_percent,type_asset,update_at,fundId,short_name
TCB,Ngân hàng,14.09,STOCK,2025-07-08,47,MBVF
ACB,Ngân hàng,10.83,STOCK,2025-07-08,47,MBVF
QTP,Tiện ích,5.01,STOCK,2025-07-08,47,MBVF
HPG,Vật liệu xây dựng,4.31,STOCK,2025-07-08,47,MBVF
VPB,Ngân hàng,4.18,STOCK,2025-07-08,47,MBVF
VIB,Ngân hàng,4.14,STOCK,2025-07-08,47,MBVF
VRE,Bất động sản,3.72,STOCK,2025-07-08,47,MBVF
PLX,Bán buôn,3.37,STOCK,2025-07-08,47,MBVF
VEA,"Sản xuất Thiết bị, máy móc",3.36,STOCK,2025-07-08,47,MBVF
PNJ,Sản xuất Phụ trợ,2.92,STOCK,2025-07-08,47,MBVF
