date,nav_per_unit,short_name
2014-10-21,9999.0,MAFEQI
2014-10-28,9754.0,MAFEQI
2014-10-31,10000.0,MAFEQI
2014-11-04,10036.0,MAFEQI
2014-11-11,10000.0,MAFEQI
2014-11-18,9960.0,MAFEQI
2014-11-25,9599.0,MAFEQI
2014-12-01,9223.0,MAFEQI
2014-12-02,9232.0,MAFEQI
2014-12-09,9221.0,MAFEQI
2014-12-16,8794.0,MAFEQI
2014-12-23,8671.0,MAFEQI
2014-12-30,8541.0,MAFEQI
2014-12-31,8797.0,MAFEQI
2015-01-06,8757.0,MAFEQI
2015-01-13,9172.0,MAFEQI
2015-01-20,9116.0,MAFEQI
2015-01-27,9242.0,MAFEQI
2015-01-31,9192.0,MAFEQI
2015-02-03,9117.0,MAFEQI
2015-02-10,9220.0,MAFEQI
2015-02-17,9395.0,MAFEQI
2015-02-24,9390.0,MAFEQI
2015-02-28,9459.0,MAFEQI
2015-03-03,9401.0,MAFEQI
2015-03-10,9381.0,MAFEQI
2015-03-17,9246.0,MAFEQI
2015-03-24,9041.0,MAFEQI
2015-03-31,8585.0,MAFEQI
2015-04-01,8671.0,MAFEQI
2015-04-07,8525.0,MAFEQI
2015-04-14,8775.0,MAFEQI
2015-04-21,8909.0,MAFEQI
2015-04-28,8884.0,MAFEQI
2015-05-01,8882.0,MAFEQI
2015-05-05,8591.0,MAFEQI
2015-05-12,8669.0,MAFEQI
2015-05-19,8276.0,MAFEQI
2015-05-26,8836.0,MAFEQI
2015-06-01,8897.0,MAFEQI
2015-06-02,8954.0,MAFEQI
2015-06-09,9040.0,MAFEQI
2015-06-16,9128.0,MAFEQI
2015-06-23,9263.0,MAFEQI
2015-06-30,9303.0,MAFEQI
2015-07-01,9297.0,MAFEQI
2015-07-07,9825.0,MAFEQI
2015-07-14,9943.0,MAFEQI
2015-07-21,9721.0,MAFEQI
2015-07-28,9966.0,MAFEQI
2015-07-31,9693.0,MAFEQI
2015-08-04,9515.0,MAFEQI
2015-08-11,9691.0,MAFEQI
2015-08-18,9080.0,MAFEQI
2015-08-25,8275.0,MAFEQI
2015-08-31,8881.0,MAFEQI
2015-09-08,8692.0,MAFEQI
2015-09-15,8813.0,MAFEQI
2015-09-22,8996.0,MAFEQI
2015-09-29,8884.0,MAFEQI
2015-09-30,8841.0,MAFEQI
2015-10-06,8979.0,MAFEQI
2015-10-13,9245.0,MAFEQI
2015-10-20,9317.0,MAFEQI
2015-10-27,9344.0,MAFEQI
2015-10-31,9510.0,MAFEQI
2015-11-03,9434.0,MAFEQI
2015-11-10,9514.0,MAFEQI
2015-11-17,9534.0,MAFEQI
2015-11-24,9332.0,MAFEQI
2015-11-30,8887.0,MAFEQI
