industry,net_asset_percent,short_name
Ngân hàng,40.96,VEOF
Bất động sản,15.14,VEOF
Vật liệu xây dựng,7.03,VEOF
Bán lẻ,5.69,VEOF
Công nghệ và thông tin,4.53,VEOF
Sản xuất Nhựa - Hóa chất,3.97,VEOF
Bảo hiểm,3.43,VEOF
Tiện ích,2.95,VEOF
Sản xuất Phụ trợ,2.89,VEOF
Chế biến thủy sản,2.61,VEOF
Bán buôn,2.36,VEOF
Thực phẩm - Đồ uống,2.16,VEOF
"Sản xuất Thiết bị, máy móc",1.93,VEOF
Vận tải - Kho bãi,1.84,VEOF
