industry,net_asset_percent,short_name
Ngân hàng,33.06,VNDAF
Tiện ích,4.88,VNDAF
Khai khoáng,4.84,VNDAF
Vật liệu xây dựng,4.43,VNDAF
Bán lẻ,4.17,VNDAF
Sản xuất Phụ trợ,3.89,VNDAF
Thực phẩm - Đồ uống,3.86,VNDAF
Thiết bị điện,3.82,VNDAF
Công nghệ và thông tin,3.78,VNDAF
Bất động sản,3.72,VNDAF
Bảo hiểm,3.36,VNDAF
