industry,net_asset_percent,short_name
Ngân hàng,31.87,ENF
Công nghệ và thông tin,4.89,ENF
Bất động sản,4.85,ENF
Khác,4.59,ENF
Thiết bị điện,3.5,ENF
Thực phẩm - Đồ uống,3.09,ENF
Vật liệu xây dựng,3.06,ENF
Chứng khoán,2.45,ENF
Bán lẻ,2.29,ENF
Tiện ích,2.02,ENF
Khai khoáng,1.75,ENF
Vận tải - Kho bãi,1.55,ENF
Chế biến thủy sản,1.3,ENF
Bán buôn,1.21,ENF
Chăm sóc sức khỏe,0.97,ENF
Xây dựng,0.78,ENF
