date,nav_per_unit,short_name
2022-11-24,9999.39,PHVSF
2022-12-01,9993.62,PHVSF
2022-12-08,9992.46,PHVSF
2022-12-15,9994.86,PHVSF
2022-12-22,9997.96,PHVSF
2022-12-29,10000.07,PHVSF
2023-01-05,10014.13,PHVSF
2023-01-12,10026.98,PHVSF
2023-01-19,10068.11,PHVSF
2023-01-26,10080.88,PHVSF
2023-02-02,10017.91,PHVSF
2023-02-09,10033.48,PHVSF
2023-02-16,10007.59,PHVSF
2023-02-23,10026.76,PHVSF
2023-03-02,10049.71,PHVSF
2023-03-09,10083.37,PHVSF
2023-03-16,10069.27,PHVSF
2023-03-23,10010.18,PHVSF
2023-03-30,10055.77,PHVSF
2023-04-06,10127.19,PHVSF
2023-04-13,10077.44,PHVSF
2023-04-20,10018.84,PHVSF
2023-04-27,10021.57,PHVSF
2023-05-04,10047.61,PHVSF
2023-05-11,10069.9,PHVSF
2023-05-18,10044.16,PHVSF
2023-05-25,10127.08,PHVSF
2023-06-01,10216.06,PHVSF
2023-06-08,10369.79,PHVSF
2023-06-15,10321.72,PHVSF
2023-06-22,10468.93,PHVSF
2023-06-29,10588.66,PHVSF
2023-07-06,10599.33,PHVSF
2023-07-13,10725.49,PHVSF
2023-07-20,10772.09,PHVSF
2023-07-27,10933.45,PHVSF
2023-08-03,10950.95,PHVSF
2023-08-10,11025.63,PHVSF
2023-08-17,11098.59,PHVSF
2023-08-24,10500.06,PHVSF
2023-08-31,10962.51,PHVSF
2023-09-07,11248.75,PHVSF
2023-09-14,11200.99,PHVSF
2023-09-21,11272.72,PHVSF
2023-09-28,10646.73,PHVSF
2023-10-05,10455.23,PHVSF
2023-10-12,10781.04,PHVSF
2023-10-19,10288.77,PHVSF
2023-10-26,10182.13,PHVSF
2023-11-02,9575.21,PHVSF
2023-11-09,10300.05,PHVSF
2023-11-16,10361.76,PHVSF
2023-11-23,10414.58,PHVSF
2023-11-30,10280.05,PHVSF
2023-12-07,10501.28,PHVSF
2023-12-14,10300.71,PHVSF
2023-12-21,10316.2,PHVSF
2023-12-28,10515.47,PHVSF
2024-01-04,10685.66,PHVSF
2024-01-11,10787.7,PHVSF
2024-01-18,10833.28,PHVSF
2024-01-25,10937.54,PHVSF
2024-02-01,10949.83,PHVSF
2024-02-15,11369.95,PHVSF
2024-02-22,11476.31,PHVSF
2024-02-29,11699.11,PHVSF
2024-03-07,11821.24,PHVSF
2024-03-14,12048.48,PHVSF
2024-03-21,11923.0,PHVSF
2024-03-28,12252.46,PHVSF
2024-04-04,12181.97,PHVSF
2024-04-11,11905.29,PHVSF
2024-04-19,11381.07,PHVSF
2024-04-25,11560.11,PHVSF
2024-05-02,11602.86,PHVSF
2024-05-09,12038.84,PHVSF
2024-05-16,12137.28,PHVSF
