date,nav_per_unit,short_name
2017-01-01,28146.87,DCDS
2017-01-02,28146.87,DCDS
2017-01-03,28146.87,DCDS
2017-01-04,28365.35,DCDS
2017-01-05,28440.24,DCDS
2017-01-06,28441.33,DCDS
2017-01-09,28506.24,DCDS
2017-01-10,28674.42,DCDS
2017-01-11,28696.13,DCDS
2017-01-12,28879.76,DCDS
2017-01-13,28817.91,DCDS
2017-01-16,28731.85,DCDS
2017-01-17,28525.5,DCDS
2017-01-18,28604.33,DCDS
2017-01-19,28556.33,DCDS
2017-01-20,28531.82,DCDS
2017-01-23,28655.0,DCDS
2017-01-24,28658.38,DCDS
2017-01-25,28705.19,DCDS
2017-01-27,28907.61,DCDS
2017-02-02,28903.72,DCDS
2017-02-03,29168.21,DCDS
2017-02-06,29038.17,DCDS
2017-02-07,29058.77,DCDS
2017-02-08,29133.62,DCDS
2017-02-09,29121.57,DCDS
2017-02-10,29163.28,DCDS
2017-02-13,29197.42,DCDS
2017-02-14,29376.6,DCDS
2017-02-15,29414.0,DCDS
2017-02-16,29456.58,DCDS
2017-02-17,29468.55,DCDS
2017-02-20,29320.36,DCDS
2017-02-21,29311.85,DCDS
2017-02-22,29498.89,DCDS
2017-02-23,29449.11,DCDS
2017-02-24,29491.7,DCDS
2017-02-27,29422.8,DCDS
2017-02-28,29621.94,DCDS
2017-03-01,29437.25,DCDS
2017-03-02,29486.64,DCDS
2017-03-03,29520.9,DCDS
2017-03-06,29586.18,DCDS
2017-03-07,29602.88,DCDS
2017-03-08,29646.01,DCDS
2017-03-09,29811.96,DCDS
2017-03-10,29888.43,DCDS
2017-03-13,29806.69,DCDS
2017-03-14,29732.83,DCDS
2017-03-15,29951.03,DCDS
2017-03-16,29884.62,DCDS
2017-03-17,29938.48,DCDS
2017-03-20,29832.83,DCDS
2017-03-21,30079.47,DCDS
2017-03-22,30280.13,DCDS
2017-03-23,30117.4,DCDS
2017-03-24,30295.62,DCDS
2017-03-27,30418.0,DCDS
2017-03-28,30442.63,DCDS
2017-03-29,30389.75,DCDS
2017-03-30,30380.15,DCDS
2017-03-31,30414.17,DCDS
2017-04-03,30427.99,DCDS
2017-04-04,30442.09,DCDS
2017-04-05,30480.84,DCDS
2017-04-07,30387.5,DCDS
2017-04-10,30414.87,DCDS
2017-04-11,30501.67,DCDS
2017-04-12,30583.53,DCDS
2017-04-13,30402.56,DCDS
2017-04-14,30302.08,DCDS
2017-04-17,30025.3,DCDS
2017-04-18,29788.53,DCDS
2017-04-19,29878.79,DCDS
2017-04-20,30121.76,DCDS
2017-04-21,30023.33,DCDS
2017-04-24,30060.18,DCDS
2017-04-25,30038.51,DCDS
2017-04-26,29892.52,DCDS
2017-04-27,30016.89,DCDS
2017-04-28,30198.55,DCDS
2017-05-03,30236.02,DCDS
2017-05-04,30320.35,DCDS
2017-05-05,30555.93,DCDS
2017-05-08,30551.33,DCDS
2017-05-09,30474.87,DCDS
2017-05-10,30655.36,DCDS
2017-05-11,30603.55,DCDS
2017-05-12,30581.46,DCDS
2017-05-15,30626.83,DCDS
2017-05-16,30738.03,DCDS
2017-05-17,30567.21,DCDS
2017-05-18,30752.5,DCDS
2017-05-19,30632.03,DCDS
2017-05-22,30744.23,DCDS
2017-05-23,30999.27,DCDS
2017-05-24,30997.06,DCDS
2017-05-25,31283.78,DCDS
2017-05-26,31193.01,DCDS
2017-05-29,31302.29,DCDS
2017-05-30,31389.67,DCDS
2017-05-31,31155.52,DCDS
2017-06-01,31194.35,DCDS
2017-06-02,31399.76,DCDS
2017-06-05,31387.61,DCDS
2017-06-06,31486.39,DCDS
2017-06-07,31710.18,DCDS
2017-06-08,31822.83,DCDS
2017-06-09,31964.51,DCDS
2017-06-12,31932.81,DCDS
2017-06-13,31811.43,DCDS
2017-06-14,31985.96,DCDS
2017-06-15,32111.3,DCDS
2017-06-16,32130.62,DCDS
2017-06-19,32137.57,DCDS
2017-06-20,32251.26,DCDS
2017-06-21,32308.06,DCDS
2017-06-22,32262.94,DCDS
2017-06-23,32361.98,DCDS
2017-06-26,32558.23,DCDS
2017-06-27,32577.0,DCDS
2017-06-28,32336.53,DCDS
2017-06-29,32466.19,DCDS
2017-06-30,32585.91,DCDS
2017-07-03,32774.24,DCDS
2017-07-04,32756.49,DCDS
2017-07-05,32703.16,DCDS
2017-07-06,32741.83,DCDS
2017-07-07,32844.3,DCDS
2017-07-10,32763.03,DCDS
2017-07-11,32440.08,DCDS
2017-07-12,32444.23,DCDS
2017-07-13,32654.0,DCDS
2017-07-14,32733.56,DCDS
2017-07-17,32554.52,DCDS
2017-07-18,32173.88,DCDS
2017-07-19,32194.92,DCDS
2017-07-20,32162.49,DCDS
2017-07-21,32058.77,DCDS
2017-07-24,31703.4,DCDS
2017-07-25,31766.5,DCDS
2017-07-26,32058.67,DCDS
2017-07-27,32335.65,DCDS
2017-07-28,32263.52,DCDS
2017-07-31,32516.68,DCDS
2017-08-01,32521.18,DCDS
2017-08-02,32598.69,DCDS
2017-08-03,32485.4,DCDS
2017-08-04,32608.5,DCDS
2017-08-07,32804.02,DCDS
2017-08-08,32989.3,DCDS
2017-08-09,32766.79,DCDS
2017-08-10,32336.12,DCDS
2017-08-11,32678.14,DCDS
2017-08-14,32706.16,DCDS
2017-08-15,32953.51,DCDS
2017-08-16,32882.22,DCDS
2017-08-17,32985.55,DCDS
2017-08-18,32740.25,DCDS
2017-08-21,32672.2,DCDS
2017-08-22,32635.14,DCDS
2017-08-23,32441.39,DCDS
2017-08-24,32474.12,DCDS
2017-08-25,32631.07,DCDS
2017-08-28,32649.78,DCDS
2017-08-29,32815.85,DCDS
2017-08-30,32790.49,DCDS
2017-08-31,32930.22,DCDS
2017-09-01,32994.92,DCDS
2017-09-05,33122.33,DCDS
2017-09-06,33138.49,DCDS
2017-09-07,33177.12,DCDS
2017-09-08,33214.76,DCDS
2017-09-11,33243.12,DCDS
2017-09-12,33021.69,DCDS
2017-09-13,33192.91,DCDS
2017-09-14,33566.32,DCDS
2017-09-15,33534.73,DCDS
2017-09-18,33564.98,DCDS
2017-09-19,33649.01,DCDS
2017-09-20,33683.06,DCDS
2017-09-21,33787.85,DCDS
2017-09-22,33827.54,DCDS
2017-09-25,34074.72,DCDS
2017-09-26,34129.03,DCDS
2017-09-27,34201.07,DCDS
2017-09-28,33969.64,DCDS
2017-09-29,34075.98,DCDS
2017-10-02,34215.69,DCDS
2017-10-03,34165.18,DCDS
2017-10-04,34042.3,DCDS
2017-10-05,34507.35,DCDS
2017-10-06,34344.5,DCDS
2017-10-09,34494.81,DCDS
2017-10-10,34662.32,DCDS
2017-10-11,34961.96,DCDS
2017-10-12,35024.02,DCDS
2017-10-13,35104.95,DCDS
2017-10-16,35308.13,DCDS
2017-10-17,35391.42,DCDS
2017-10-18,35633.38,DCDS
2017-10-19,35490.56,DCDS
2017-10-20,35533.9,DCDS
2017-10-23,35175.77,DCDS
2017-10-24,34792.37,DCDS
2017-10-25,34994.41,DCDS
2017-10-26,35248.07,DCDS
2017-10-27,35107.89,DCDS
2017-10-30,35279.82,DCDS
2017-10-31,35197.61,DCDS
2017-11-01,35069.14,DCDS
2017-11-02,35039.82,DCDS
2017-11-03,34382.72,DCDS
2017-11-06,34778.38,DCDS
2017-11-07,35137.69,DCDS
2017-11-08,35120.59,DCDS
2017-11-09,35626.1,DCDS
2017-11-10,35804.96,DCDS
2017-11-13,36198.8,DCDS
2017-11-14,36563.92,DCDS
2017-11-15,36851.94,DCDS
2017-11-16,37018.68,DCDS
2017-11-17,37395.54,DCDS
2017-11-20,37262.13,DCDS
2017-11-21,37600.08,DCDS
2017-11-22,37709.9,DCDS
2017-11-23,38151.59,DCDS
2017-11-24,38292.65,DCDS
2017-11-27,38478.37,DCDS
2017-11-28,38372.81,DCDS
2017-11-29,38478.07,DCDS
2017-11-30,38983.74,DCDS
2017-12-01,39133.5,DCDS
2017-12-04,39387.2,DCDS
2017-12-05,39753.69,DCDS
2017-12-06,39028.64,DCDS
2017-12-07,38847.32,DCDS
2017-12-08,39041.05,DCDS
2017-12-11,38879.85,DCDS
2017-12-12,38301.56,DCDS
2017-12-13,38387.2,DCDS
2017-12-14,38229.54,DCDS
2017-12-15,38766.28,DCDS
2017-12-18,39204.23,DCDS
2017-12-19,39612.9,DCDS
2017-12-20,39485.73,DCDS
2017-12-21,39425.58,DCDS
2017-12-22,39269.09,DCDS
2017-12-25,39684.5,DCDS
2017-12-26,39663.93,DCDS
2017-12-27,39833.3,DCDS
2017-12-28,39936.23,DCDS
2017-12-29,40334.81,DCDS
2018-01-01,40770.18,DCDS
2018-01-02,40768.7,DCDS
2018-01-03,41429.32,DCDS
2018-01-04,41533.55,DCDS
2018-01-05,41962.73,DCDS
2018-01-08,42075.96,DCDS
2018-01-09,42495.63,DCDS
2018-01-10,42833.37,DCDS
2018-01-11,42913.7,DCDS
2018-01-12,42926.38,DCDS
2018-01-15,42842.66,DCDS
2018-01-16,43181.96,DCDS
2018-01-17,43220.19,DCDS
2018-01-18,42408.05,DCDS
2018-01-19,42841.74,DCDS
2018-01-22,43288.05,DCDS
2018-01-23,44123.17,DCDS
2018-01-24,44315.76,DCDS
2018-01-25,44290.52,DCDS
2018-01-26,44840.82,DCDS
2018-01-29,44984.03,DCDS
2018-01-30,44680.67,DCDS
2018-01-31,44947.73,DCDS
2018-02-01,44872.67,DCDS
2018-02-02,44599.11,DCDS
2018-02-05,44783.01,DCDS
2018-02-06,43024.23,DCDS
2018-02-07,41722.22,DCDS
2018-02-08,42936.0,DCDS
2018-02-09,42485.69,DCDS
2018-02-12,42207.24,DCDS
2018-02-13,43382.85,DCDS
2018-02-16,44166.36,DCDS
2018-02-21,44157.54,DCDS
2018-02-22,44881.73,DCDS
2018-02-23,44391.29,DCDS
2018-02-26,45124.68,DCDS
2018-02-27,45146.83,DCDS
2018-02-28,45495.29,DCDS
2018-03-01,45717.84,DCDS
2018-03-02,45728.96,DCDS
2018-03-05,46097.62,DCDS
2018-03-06,45171.94,DCDS
2018-03-07,46186.47,DCDS
2018-03-08,45751.0,DCDS
2018-03-09,46231.94,DCDS
2018-03-12,46304.92,DCDS
2018-03-13,46391.1,DCDS
2018-03-14,46556.4,DCDS
2018-03-15,46627.92,DCDS
2018-03-16,46527.58,DCDS
2018-03-19,47051.61,DCDS
2018-03-20,47377.65,DCDS
2018-03-21,47600.29,DCDS
2018-03-22,47675.55,DCDS
2018-03-23,47664.94,DCDS
2018-03-26,47002.43,DCDS
2018-03-27,47619.65,DCDS
2018-03-28,47833.01,DCDS
2018-03-29,47917.01,DCDS
2018-03-30,47868.68,DCDS
2018-04-01,48260.36,DCDS
2018-04-02,48258.35,DCDS
2018-04-03,48984.85,DCDS
2018-04-04,48678.67,DCDS
2018-04-05,48825.42,DCDS
2018-04-06,48962.75,DCDS
2018-04-09,49162.07,DCDS
2018-04-10,49328.49,DCDS
2018-04-11,49190.14,DCDS
2018-04-12,48183.1,DCDS
2018-04-13,48446.54,DCDS
2018-04-16,47899.96,DCDS
2018-04-17,47647.52,DCDS
2018-04-18,47802.79,DCDS
2018-04-19,47332.24,DCDS
2018-04-20,45944.72,DCDS
2018-04-23,46688.42,DCDS
2018-04-24,45119.73,DCDS
2018-04-26,45027.49,DCDS
2018-04-27,43658.66,DCDS
2018-05-01,44194.98,DCDS
2018-05-02,44193.17,DCDS
2018-05-03,43649.62,DCDS
2018-05-04,43733.78,DCDS
2018-05-07,43699.39,DCDS
2018-05-08,45062.58,DCDS
2018-05-09,44756.15,DCDS
2018-05-10,44423.94,DCDS
2018-05-11,43449.77,DCDS
2018-05-14,44058.49,DCDS
2018-05-15,44427.64,DCDS
2018-05-16,44507.02,DCDS
2018-05-17,43818.7,DCDS
2018-05-18,43240.46,DCDS
2018-05-21,43422.01,DCDS
2018-05-22,42912.22,DCDS
2018-05-23,41867.17,DCDS
2018-05-24,42056.03,DCDS
2018-05-25,41811.92,DCDS
2018-05-28,41043.86,DCDS
2018-05-29,39406.08,DCDS
2018-05-30,40385.73,DCDS
2018-05-31,40331.49,DCDS
2018-06-01,41256.12,DCDS
2018-06-04,41971.9,DCDS
2018-06-05,42507.28,DCDS
2018-06-06,42695.9,DCDS
2018-06-07,43220.17,DCDS
2018-06-08,43392.38,DCDS
2018-06-11,43738.09,DCDS
2018-06-12,43874.51,DCDS
2018-06-13,43129.62,DCDS
2018-06-14,43296.05,DCDS
2018-06-15,42806.42,DCDS
2018-06-18,42922.4,DCDS
2018-06-19,41573.67,DCDS
2018-06-20,40413.3,DCDS
2018-06-21,41186.79,DCDS
2018-06-22,40789.24,DCDS
2018-06-25,41448.47,DCDS
2018-06-26,41579.54,DCDS
2018-06-27,41256.74,DCDS
2018-06-28,40583.39,DCDS
2018-06-29,39819.95,DCDS
2018-07-01,39670.84,DCDS
2018-07-02,39670.18,DCDS
2018-07-03,38784.51,DCDS
2018-07-04,37339.3,DCDS
2018-07-05,37842.75,DCDS
2018-07-06,37328.07,DCDS
2018-07-09,38271.74,DCDS
2018-07-10,38038.58,DCDS
2018-07-11,38128.96,DCDS
2018-07-12,37179.02,DCDS
2018-07-13,37370.5,DCDS
2018-07-16,37948.65,DCDS
2018-07-17,38166.39,DCDS
2018-07-18,38742.17,DCDS
2018-07-19,39365.83,DCDS
2018-07-20,39329.94,DCDS
2018-07-23,39281.47,DCDS
2018-07-24,38965.03,DCDS
2018-07-25,38651.2,DCDS
2018-07-26,38374.83,DCDS
2018-07-27,38432.64,DCDS
2018-07-30,38841.25,DCDS
2018-07-31,39306.14,DCDS
2018-08-01,39470.73,DCDS
2018-08-02,39243.59,DCDS
2018-08-03,39320.43,DCDS
2018-08-06,39314.05,DCDS
2018-08-07,39146.13,DCDS
2018-08-08,39068.45,DCDS
2018-08-09,39393.01,DCDS
2018-08-10,39509.86,DCDS
2018-08-13,39639.27,DCDS
2018-08-14,40001.92,DCDS
2018-08-15,40119.96,DCDS
2018-08-16,39517.84,DCDS
2018-08-17,39633.12,DCDS
2018-08-20,39585.51,DCDS
2018-08-21,39552.07,DCDS
2018-08-22,40027.66,DCDS
2018-08-23,40083.41,DCDS
2018-08-24,40118.87,DCDS
2018-08-27,40166.88,DCDS
2018-08-28,40314.89,DCDS
2018-08-29,40439.42,DCDS
2018-08-30,40358.99,DCDS
2018-08-31,40678.26,DCDS
2018-09-01,40386.64,DCDS
2018-09-04,40385.24,DCDS
2018-09-05,39814.89,DCDS
2018-09-06,39511.34,DCDS
2018-09-07,39216.1,DCDS
2018-09-10,39678.26,DCDS
2018-09-11,39556.3,DCDS
2018-09-12,39970.8,DCDS
2018-09-13,39922.3,DCDS
2018-09-14,40059.01,DCDS
2018-09-17,40214.31,DCDS
2018-09-18,40035.19,DCDS
2018-09-19,40250.28,DCDS
2018-09-20,40440.99,DCDS
2018-09-21,40832.73,DCDS
2018-09-24,41184.54,DCDS
2018-09-25,41297.97,DCDS
2018-09-26,41224.52,DCDS
2018-09-27,41186.25,DCDS
2018-09-28,41449.71,DCDS
2018-10-01,41558.24,DCDS
2018-10-02,41347.88,DCDS
2018-10-03,41312.26,DCDS
2018-10-04,41490.0,DCDS
2018-10-05,41758.8,DCDS
2018-10-08,41329.31,DCDS
2018-10-09,41131.86,DCDS
2018-10-10,41173.34,DCDS
2018-10-11,41171.75,DCDS
2018-10-12,39222.87,DCDS
2018-10-15,40060.37,DCDS
2018-10-16,39387.25,DCDS
2018-10-17,39713.37,DCDS
2018-10-18,39980.54,DCDS
2018-10-19,39687.52,DCDS
2018-10-22,39529.45,DCDS
2018-10-23,39221.16,DCDS
2018-10-24,38441.6,DCDS
2018-10-25,37751.0,DCDS
2018-10-26,37252.45,DCDS
2018-10-29,36720.74,DCDS
2018-10-30,36212.83,DCDS
2018-10-31,36354.02,DCDS
2018-11-01,37522.71,DCDS
2018-11-02,37136.13,DCDS
2018-11-05,37830.19,DCDS
2018-11-06,37806.15,DCDS
2018-11-07,37544.49,DCDS
2018-11-08,37489.11,DCDS
2018-11-09,37515.39,DCDS
2018-11-12,36849.59,DCDS
2018-11-13,37085.7,DCDS
2018-11-14,36606.54,DCDS
2018-11-15,36365.73,DCDS
2018-11-16,36197.06,DCDS
2018-11-19,36473.68,DCDS
2018-11-20,37083.18,DCDS
2018-11-21,37140.41,DCDS
2018-11-22,37260.52,DCDS
2018-11-23,37367.18,DCDS
2018-11-26,37010.14,DCDS
2018-11-27,37072.16,DCDS
2018-11-28,37007.06,DCDS
2018-11-29,37247.55,DCDS
2018-11-30,37042.88,DCDS
2018-12-01,37044.63,DCDS
2018-12-03,37044.21,DCDS
2018-12-04,38093.41,DCDS
2018-12-05,38214.95,DCDS
2018-12-06,38247.12,DCDS
2018-12-07,38155.41,DCDS
2018-12-10,38335.72,DCDS
2018-12-11,38086.62,DCDS
2018-12-12,38059.27,DCDS
2018-12-13,38428.34,DCDS
2018-12-14,38390.69,DCDS
2018-12-17,38067.37,DCDS
2018-12-18,37393.63,DCDS
2018-12-19,37465.48,DCDS
2018-12-20,37293.35,DCDS
2018-12-21,37257.11,DCDS
2018-12-24,37106.32,DCDS
2018-12-25,36932.82,DCDS
2018-12-26,36529.98,DCDS
2018-12-27,36423.11,DCDS
2018-12-28,36847.31,DCDS
2019-01-01,36842.79,DCDS
2019-01-02,36842.7,DCDS
2019-01-03,36481.41,DCDS
2019-01-04,35866.3,DCDS
2019-01-07,35960.98,DCDS
2019-01-08,36233.57,DCDS
2019-01-09,36102.06,DCDS
2019-01-10,36464.59,DCDS
2019-01-11,36472.72,DCDS
2019-01-14,36473.39,DCDS
2019-01-15,36406.02,DCDS
2019-01-16,36682.59,DCDS
