industry,net_asset_percent,short_name
Ngân hàng,34.17,VMEEF
Tiện ích,8.91,VMEEF
Công nghệ và thông tin,8.02,VMEEF
Vận tải - Kho bãi,7.41,VMEEF
Sản xuất Nhựa - Hóa chất,5.53,VMEEF
Bảo hiểm,4.57,VMEEF
Vật liệu xây dựng,3.58,VMEEF
Chứng khoán,3.54,VMEEF
Bán lẻ,3.38,VMEEF
Thiết bị điện,2.79,VMEEF
Sản xuất Phụ trợ,2.78,VMEEF
Bất động sản,2.1,VMEEF
Chăm sóc sức khỏe,1.04,VMEEF
Dịch vụ viễn thông,0.98,VMEEF
Khai khoáng,0.33,VMEEF
