date,nav_per_unit,short_name
2017-01-03,12044.0,VEOF
2017-01-05,12214.0,VEOF
2017-01-10,12211.0,VEOF
2017-01-12,12301.0,VEOF
2017-01-17,12194.0,VEOF
2017-01-19,12103.0,VEOF
2017-01-24,12101.0,VEOF
2017-01-26,12283.0,VEOF
2017-01-31,12279.0,VEOF
2017-01-31,12279.0,VEOF
2017-02-02,12278.0,VEOF
2017-02-07,12350.0,VEOF
2017-02-09,12446.0,VEOF
2017-02-14,12799.0,VEOF
2017-02-16,12824.0,VEOF
2017-02-21,12752.0,VEOF
2017-02-23,12726.0,VEOF
2017-02-28,12586.0,VEOF
2017-02-28,12510.0,VEOF
2017-03-02,12579.0,VEOF
2017-03-07,12837.0,VEOF
2017-03-09,12937.0,VEOF
2017-03-14,12795.0,VEOF
2017-03-16,12728.0,VEOF
2017-03-21,13063.0,VEOF
2017-03-23,12928.0,VEOF
2017-03-28,13008.0,VEOF
2017-03-30,12941.0,VEOF
2017-03-31,12943.0,VEOF
2017-04-04,12900.0,VEOF
2017-04-06,12869.0,VEOF
2017-04-11,12796.0,VEOF
2017-04-13,12798.0,VEOF
2017-04-18,12493.0,VEOF
2017-04-20,12610.0,VEOF
2017-04-25,12476.0,VEOF
2017-04-27,12538.0,VEOF
2017-04-30,12500.0,VEOF
2017-05-02,12499.0,VEOF
2017-05-04,12479.0,VEOF
2017-05-09,12526.0,VEOF
2017-05-11,12693.0,VEOF
2017-05-16,12782.0,VEOF
2017-05-18,12826.0,VEOF
2017-05-23,12764.0,VEOF
2017-05-25,12734.0,VEOF
2017-05-30,12932.0,VEOF
2017-05-31,12842.0,VEOF
2017-06-06,12919.0,VEOF
2017-06-08,13037.0,VEOF
2017-06-13,13147.0,VEOF
2017-06-15,13312.0,VEOF
2017-06-20,13469.0,VEOF
2017-06-22,13514.0,VEOF
2017-06-27,13474.0,VEOF
2017-06-29,13426.0,VEOF
2017-06-30,13546.0,VEOF
2017-07-04,13576.0,VEOF
2017-07-06,13621.0,VEOF
2017-07-11,13593.0,VEOF
2017-07-13,13575.0,VEOF
2017-07-18,13437.0,VEOF
2017-07-20,13303.0,VEOF
2017-07-25,12973.0,VEOF
2017-07-27,13180.0,VEOF
2017-07-31,13180.0,VEOF
2017-08-03,13180.0,VEOF
2017-08-08,13190.0,VEOF
2017-08-10,13079.0,VEOF
2017-08-15,13235.0,VEOF
2017-08-17,13284.0,VEOF
2017-08-22,13188.0,VEOF
2017-08-24,13187.0,VEOF
2017-08-29,13289.0,VEOF
2017-08-31,13272.0,VEOF
2017-08-31,13323.0,VEOF
2017-09-05,13356.0,VEOF
2017-09-07,13394.0,VEOF
2017-09-12,13180.0,VEOF
2017-09-14,13451.0,VEOF
2017-09-19,13506.0,VEOF
2017-09-21,13517.0,VEOF
2017-09-26,13519.0,VEOF
2017-09-28,13561.0,VEOF
2017-09-30,13647.0,VEOF
2017-10-03,13596.0,VEOF
2017-10-05,13624.0,VEOF
2017-10-10,13667.0,VEOF
2017-10-12,13731.0,VEOF
2017-10-17,13704.0,VEOF
2017-10-19,13708.0,VEOF
2017-10-24,13410.0,VEOF
2017-10-26,13453.0,VEOF
2017-10-31,13279.0,VEOF
2017-10-31,13202.0,VEOF
2017-11-02,13106.0,VEOF
2017-11-07,13324.0,VEOF
2017-11-09,13470.0,VEOF
2017-11-14,13594.0,VEOF
2017-11-16,13838.0,VEOF
2017-11-21,13868.0,VEOF
2017-11-23,14125.0,VEOF
2017-11-28,14292.0,VEOF
2017-11-30,14452.0,VEOF
2017-11-30,14642.0,VEOF
2017-12-05,14886.0,VEOF
2017-12-07,14492.0,VEOF
2017-12-12,14078.0,VEOF
2017-12-14,14021.0,VEOF
2017-12-19,14709.0,VEOF
2017-12-21,14810.0,VEOF
2017-12-26,14859.0,VEOF
2017-12-28,15029.0,VEOF
2017-12-31,15262.0,VEOF
2018-01-02,15262.0,VEOF
2018-01-04,15551.0,VEOF
2018-01-09,15821.0,VEOF
2018-01-11,16183.0,VEOF
2018-01-16,16529.0,VEOF
2018-01-18,16197.0,VEOF
2018-01-23,16927.0,VEOF
