industry,net_asset_percent,short_name
Ngân hàng,41.83,UVEEF
Bất động sản,13.37,UVEEF
Công nghệ và thông tin,7.01,UVEEF
Bán lẻ,4.55,UVEEF
Thiết bị điện,3.72,UVEEF
Sản xuất Phụ trợ,3.69,UVEEF
Vật liệu xây dựng,3.69,UVEEF
Chứng khoán,3.59,UVEEF
Sản xuất Nhựa - Hóa chất,3.14,UVEEF
Vận tải - Kho bãi,2.86,UVEEF
Chế biến thủy sản,2.12,UVEEF
Tiện ích,1.67,UVEEF
Thực phẩm - Đồ uống,1.51,UVEEF
Sản xuất Hàng gia dụng,1.26,UVEEF
Xây dựng,1.09,UVEEF
