stock_code,industry,net_asset_percent,type_asset,update_at,fundId,short_name
MBB,Ngân hàng,6.41,STOCK,2025-07-07,22,VIBF
CTG,Ngân hàng,4.53,STOCK,2025-07-07,22,VIBF
HPG,Vật liệu xây dựng,4.2,STOCK,2025-07-07,22,VIBF
STB,Ngân hàng,3.47,STOCK,2025-07-07,22,VIBF
ACB,Ngân hàng,2.88,STOCK,2025-07-07,22,VIBF
VEA,"Sản xuất Thiết bị, máy móc",2.87,STOCK,2025-07-07,22,VIBF
MWG,Bán lẻ,2.55,STOCK,2025-07-07,22,VIBF
FPT,Công nghệ và thông tin,2.54,STOCK,2025-07-07,22,VIBF
TCB,Ngân hàng,2.45,STOCK,2025-07-07,22,VIBF
KDH12202,Bất động sản,3.2,UNLISTED_BOND,2025-07-07,22,VIBF
