industry,net_asset_percent,short_name
Ngân hàng,30.83,VDEF
Bảo hiểm,13.17,VDEF
Thực phẩm - Đồ uống,8.31,VDEF
Sản xuất Nhựa - Hóa chất,7.85,VDEF
Vật liệu xây dựng,6.79,VDEF
Công nghệ và thông tin,6.33,VDEF
Thiết bị điện,4.59,VDEF
Vận tải - Kho bãi,4.44,VDEF
Bán buôn,4.28,VDEF
Tiện ích,3.14,VDEF
Bất động sản,2.02,VDEF
Chăm sóc sức khỏe,1.94,VDEF
